Sample_ID,Model,System_Prompt,Question,Context,Ground_Truth_Answer,Extracted_Keywords_Initial,Keyword_Helpfulness_Scores,Keyword_Recall_Score_Initial,Extracted_Keywords_After_Filter,Keyword_Recall_Score_After_Filter,Filtered_Noise_Keywords,Extract_EN_Answer,Extract_EN_ROUGE-L,Extract_EN_BLEU,Extract_EN_METEOR,Extract_EN_BERTScore-F1,"Extract_EN_Avg-Score
Keywords","Extract_EN_Answer
No keywords","Extract_EN_Avg-Score
No keywords"
24,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Tuy?n giáp có vai trò gì trong c? th??,"Tuy?n giáp là m?t tuy?n n?i ti?t quan tr?ng, có hình con b??m n?m ? ?áy c?a c? ngay d??i qu? táo Adam. Nó s?n sinh ra các ch?t có vai trò giúp ?i?u hòa ho?t ??ng t?ng tr??ng và phát tri?n c?a c? th?. ?ôi khi tuy?n giáp phát tri?n l?n h?n bình th??ng, c? b? s?ng lên thành hình b??u g?i là b??u c?. B??u c? x?y ra khi ch?c n?ng c?a tuy?n giáp b? r?i lo?n. Các b?nh nh? c??ng tuy?n giáp tr?ng, suy tuy?n giáp tr?ng, b??u lành tuy?n giáp tr?ng và ??c bi?t là b?nh ung th? tuy?n giáp, m?t b?nh r?t nguy hi?m theo ?ó mà xu?t hi?n. ",Tuy?n giáp là m?t tuy?n n?i ti?t quan tr?ng có vai trò giúp ?i?u hòa ho?t ??ng t?ng tr??ng và phát tri?n c?a c? th?.,"['giáp', 'Tuy?n', 'vai trò', 'trong c? th?', 'qu? táo Adam']","[0.7805, 0.6079, 0.4971, 0.6149, 0.5119]",0.6,"['giáp', 'trong c? th?', 'Tuy?n']",0.6667,[],Tuy?n giáp có vai trò s?n sinh ra các ch?t có vai trò giúp ?i?u hòa ho?t ??ng t?ng tr??ng và phát tri?n c?a c? th?.,0.7654,0.6335,0.7265,0.9183,0.7609,Tuy?n giáp có vai trò s?n sinh ra các ch?t có vai trò giúp ?i?u hòa ho?t ??ng t?ng tr??ng và phát tri?n c?a c? th?.,0.7609
25,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Th??ng nh? t? là gì?,"D??c li?u Th??ng nh? t? là ph?n qu?, hình tr?ng hay hình thoi. M?t ngoài màu xám vàng hay xám nâu, có nhi?u gai hình móc câu. ??u d??i có s?o c?a cu?ng qu?. V? qu? gi? r?t c?ng và dai. C?t ngang qu? gi? th?y có hai ng?n, m?i ng?n ch?a m?t qu? th?t (quen g?i là h?t). Ph?n qu? th?t hình thoi có l?p v? r?t m?ng, màu xám xanh r?t d? bong khi bóc ph?n v? qu? gi?. H?t hình thoi, nh?n hai ??u, v? h?t màu xám nh?t có nhi?u n?p nh?n d?c.","Th??ng nh? t? là ph?n qu? c?a cây th??ng nh?, có hình tr?ng ho?c hình thoi.","['qu?', 'nh?', 'xám', 'hình', 'Th??ng']","[0.5519, 0.6657, 0.4894, 0.4749, 0.6851]",0.8,"['Th??ng', 'nh?', 'qu?']",0.75,[],"Th??ng nh? t? là ph?n qu?, hình tr?ng hay hình thoi.",0.7317,0.3664,0.6609,0.9092,0.667,"Th??ng nh? t? là ph?n qu?, hình tr?ng hay hình thoi.",0.667
26,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,"Xuyên tiêu có v? gì, tính gì?","Xuyên tiêu là v? thu?c v? cay, tính ?m, th??ng ch?a nh?ng b?nh do l?nh trong c? th?: - Ch?a ?au do l?nh: ?au d? dày, viêm ??i tràng, ?au các kh?p do l?nh…
- Tr? tiêu ch?y m?n tính do trong c? th? b? l?nh.
- ?i?u tr? ?au b?ng do giun lãi gây nôn m?a.
- Ch?a các ch?ng ?au b?ng do l?nh, th? t?.
- Là m?t v? thu?c gi?i ???c ??c, sát ???c trùng.
- Ch? tr? ch?ng tê b?i nh?c m?i do l?nh.","Xuyên tiêu có v? cay, tính ?m.","['?au', 'l?nh', 'tiêu', 'ch?a', 'tính', 'Xuyên', 'trong c? th?']","[0.5515, 0.5373, 0.7824, 0.5103, 0.5821, 0.6912, 0.543]",0.4286,"['tiêu', 'Xuyên', 'tính', '?au']",1,[],"Xuyên tiêu có v? cay, tính ?m.",1,1,0.9993,1,0.9998,"Xuyên tiêu có v? cay, tính ?m.",0.9998
27,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,?an sâm có tác d?ng nh? th? nào ??i v?i m?ch máu?,"Nh?ng con chu?t thí nghi?m ???c ?i?u tr? b?ng ?an sâm trong 12 tu?n ?ã gi?m t?ng tr?ng l??ng c? th?, c?i thi?n t? l? lipid huy?t thanh và ng?n ng?a s? hình thành gan nhi?m m? do ch?t béo cao trong ch? ?? ?n. Ngoài ra, ?an sâm có th? làm t?ng s? ?i?u hòa m?ch máu ph? thu?c vào n?i mô và bi?u hi?n s? b?o v? m?ch máu ? nh?ng con chu?t thí nghi?m.",?an sâm làm t?ng s? ?i?u hòa m?ch máu ph? thu?c vào n?i mô và b?o v? m?ch máu ? nh?ng con chu?t thí nghi?m.,"['?an sâm', 'tác d?ng', 'd?ng nh?', 'th? nào ??i', 'nào ??i v?i', '??i v?i m?ch', 'con chu?t thí']","[0.7624, 0.6229, 0.5372, 0.4385, 0.4581, 0.5864, 0.4457]",0.2857,"['?an sâm', 'tác d?ng', '??i v?i m?ch']",0.5,['nh? th? nào'],?an sâm có tác d?ng làm t?ng s? ?i?u hòa m?ch máu ph? thu?c vào n?i mô và bi?u hi?n s? b?o v? m?ch máu ? nh?ng con chu?t thí nghi?m.,0.8889,0.7067,0.974,0.9564,0.8815,?an sâm có tác d?ng làm t?ng s? ?i?u hòa m?ch máu ph? thu?c vào n?i mô và bi?u hi?n s? b?o v? m?ch máu ? nh?ng con chu?t thí nghi?m.,0.8815
28,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Lá và cành ng? gia bì gai có ch?a thành ph?n hóa h?c nào ch? y?u?,"V? r? và thân ng? gia bì ch?a acid 3?, 11? – dihydroxy – 23 oxylup – 20 – en – 28 – oic, acid 24 – nor – 11? – hydroxy – 3 – oxolup -20 – en – 28 – oic, acid 24 – nor – 3?,11? – hydroxylup – 20 – en – 25 – oic. Lá ch?a acid 3? – 11? – dihydroxylap – 20 – en – 28 – oic, acid 3?,11? – 23 trihydroxylup – 20 – en – 28 – oic. Ngoài ra có ch?a nevadensin, taraxerol. Lá và cành có ch?a tinh d?u bao g?m h?n 60 thành ph?n, trong ?ó ch? y?u là ch?t ? – pinen, p.cymen.","Lá và cành ng? gia bì gai có ch?a tinh d?u bao g?m h?n 60 thành ph?n, trong ?ó ch? y?u là ch?t ? – pinen, p.cymen.","['ng? gia', 'hóa h?c', 'ch?a acid', 'h?c nào ch?', 'nào ch? y?u', 'thành ph?n hóa']","[0.512, 0.5416, 0.6391, 0.4118, 0.4897, 0.6458]",0.1667,"['thành ph?n hóa', 'ch?a acid']",0,[],"Lá và cành ng? gia bì gai có ch?a thành ph?n hóa h?c ch? y?u là ch?t ? – pinen, p.cymen.",0.7742,0.5959,0.7157,0.9339,0.7549,"Lá và cành ng? gia bì gai có ch?a tinh d?u bao g?m h?n 60 thành ph?n, trong ?ó ch? y?u là ch?t ? – pinen, p.cymen.",1
29,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,R?i lo?n tiêu hoá nh? do Amoxycilin Vidipha có th? bao g?m nh?ng tri?u ch?ng nào?,"Sau 7 ngày ?i?u tr? th??ng xu?t hi?n ngo?i ban. R?i lo?n tiêu hoá nh? nh? bu?n nôn, nôn, tiêu ch?y.2","R?i lo?n tiêu hoá nh? do Amoxycilin Vidipha có th? bao g?m các tri?u ch?ng nh? bu?n nôn, nôn và tiêu ch?y.","['th? bao g?m', 'tiêu hoá nh?', 'bao g?m nh?ng', 'R?i lo?n tiêu', 'lo?n tiêu hoá', 'Vidipha có th?', 'tri?u ch?ng nào', 'g?m nh?ng tri?u', 'nh?ng tri?u ch?ng', 'Amoxycilin Vidipha']","[0.4548, 0.6985, 0.4691, 0.6862, 0.7248, 0.585, 0.5223, 0.4803, 0.5846, 0.7479]",0.6,"['Amoxycilin Vidipha', 'lo?n tiêu hoá', 'tiêu hoá nh?', 'R?i lo?n tiêu', 'Vidipha có th?']",0.8333,[],"R?i lo?n tiêu hoá nh? do Amoxycilin Vidipha có th? bao g?m bu?n nôn, nôn, tiêu ch?y.",0.8667,0.6251,0.7977,0.961,0.8126,"R?i lo?n tiêu hoá nh? do Amoxycilin Vidipha có th? bao g?m bu?n nôn, nôn, tiêu ch?y.",0.8126
30,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bông mo c?a cây ráy gai có ch?a thành ph?n gì?,"Ráy gai ch?a flavonoid, acid h?u c?, h?p ch?t phenol, ???ng, acid amin. Toàn cây còn có saponin triterpen. Thân r? ch?a tinh b?t. Bông mo có acid hydrocyanic.",Bông mo c?a cây ráy gai có ch?a acid hydrocyanic.,"['ráy gai', 'c?a cây', 'thành ph?n', 'ch?a thành', 'Bông mo c?a', 'gai ch?a flavonoid']","[0.7166, 0.6044, 0.6481, 0.5587, 0.6632, 0.7066]",0.5,"['ráy gai', 'gai ch?a flavonoid', 'Bông mo c?a', 'thành ph?n', 'c?a cây']",1,[],Bông mo c?a cây ráy gai có ch?a acid hydrocyanic.,1,1,0.9996,1,0.9999,Bông mo c?a cây ráy gai ch?a acid hydrocyanic.,0.8949
31,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Bao kh?p bám vào ?âu ? phía x??ng ?ùi?,"Bao kh?p là 1 bao s?i dày ch?c, ???c lót bên trong b?i màng ho?t d?ch. ? phía x??ng ch?u, bao kh?p bám vào chu vi ? c?i và m?t ngoài s?n vi?n ? c?i. V? phía x??ng ?ùi: ? phía tr??c bám vào ???ng gian m?u, phía sau bám vào cách mào gian m?u 1 cm. M?t ngoài bao kh?p có vài n?i dày lên thành các dây ch?ng ngoài bao kh?p.","V? phía x??ng ?ùi: ? phía tr??c bám vào ???ng gian m?u, phía sau bám vào cách mào gian m?u 1 cm.","['kh?p', 'bám vào', 'phía x??ng']","[0.7591, 0.5758, 0.7198]",0.6667,"['kh?p', 'phía x??ng', 'bám vào']",1,['Bao'],"? phía tr??c bám vào ???ng gian m?u, phía sau bám vào cách mào gian m?u 1 cm.",0.9032,0.7365,0.8163,0.9387,0.8487,"? phía tr??c bám vào ???ng gian m?u, phía sau bám vào cách mào gian m?u 1 cm.",0.8487
32,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Li?u l??ng s? d?ng Kim th?t tai trong bài thu?c là bao nhiêu?,"D??c li?u t??i 80 g, s?c n??c u?ng.","Li?u l??ng s? d?ng Kim th?t tai trong bài thu?c là 80g d??c li?u t??i, s?c n??c ?? u?ng.","['d?ng Kim', 'Kim th?t', 'bao nhiêu', 'Li?u l??ng', 'tai trong bài', 'l??ng s? d?ng', 'th?t tai trong', 'trong bài thu?c']","[0.675, 0.6427, 0.521, 0.5981, 0.564, 0.5167, 0.6016, 0.6525]",0.875,"['d?ng Kim', 'trong bài thu?c', 'Kim th?t', 'th?t tai trong', 'Li?u l??ng']",0.7143,[],Li?u l??ng s? d?ng Kim th?t tai trong bài thu?c là 80 g.,0.6939,0.4697,0.5898,0.8793,0.6582,Li?u l??ng s? d?ng Kim th?t tai trong bài thu?c là 80 g.,0.6582
33,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Ai nên c?n tr?ng khi s? d?ng ??u mèo?,"- M?n c?m hay d? ?ng v?i b?t k? thành ph?n có trong d??c li?u.
- Ph? n? có thai và cho con bú c?n c?n tr?ng khi dùng.
- Ng??i m?c các b?nh tâm th?n, tim m?ch, th?n… c?ng không nên dùng.
- Không nên dùng ? ng??i có thay ??i b?t th??ng ? da, ti?n s? u ác tính (ung th? da) do ho?t ch?t trong cây làm t?ng vi?c t?o s?c t? melanin, làm tình tr?ng b?nh x?u ?i.
- Không s? d?ng, d??c li?u trong vòng 2 tu?n tr??c khi ph?u thu?t.",Ph? n? có thai và cho con bú.,"['??u', 'M?n c?m', 'c?n tr?ng', 'tr?ng khi']","[0.5798, 0.4931, 0.5593, 0.4931]",0,"['??u', 'c?n tr?ng']",0,['không'],"Ph? n? có thai và cho con bú, ng??i m?c các b?nh tâm th?n, tim m?ch, th?n…",0.4848,0.3467,0.7913,0.8048,0.6069,"Ph? n? có thai và cho con bú, ng??i m?c các b?nh tâm th?n, tim m?ch, th?n…",0.6069
34,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Th?m phân phúc m?c có c? ch? ho?t ??ng nh? th? nào?,"Khi ch?c n?ng th?n gi?m n?ng, ng??i b?nh b??c vào b?nh th?n giai ?o?n cu?i (ESKD), các ph??ng pháp ?i?u tr? th??ng ???c s? d?ng là: L?c máu ???c chia thành 2 ph??ng pháp nh?: ch?y th?n nhân t?o và th?m phân phúc m?c. - Ch?y th?n nhân t?o: s? d?ng máy lo?i b? ch?t th?i ra kh?i c? th? ng??i b?nh.
- Th?m phân phúc m?c: ??a m?t ?ng thông m?ng vào b?ng ng??i b?nh. Sau ?ó, m?t dung d?ch ???c ??a vào b?ng ?? h?p thu ch?t th?i và ch?t l?ng trong m?t th?i gian nh?t ??nh. Sau th?i gian này ch?t l?ng s? ch?y ra kh?i c? th?. C?y ghép th?n Bác s? ph?u thu?t thay th? th?n ng??i b?nh b?ng th?n kh?e m?nh t? ng??i hi?n t?ng. Ng??i hi?n t?ng này có th? còn s?ng ho?c ?ã qua ??i. Sau quá trình này, ng??i b?nh s? dùng thu?c su?t ??i ?? ??m b?o c? th? không “t?n công” qu? th?n l? này.","Th?m phân phúc m?c ho?t ??ng b?ng cách ??a m?t ?ng thông m?ng vào b?ng ng??i b?nh. Sau ?ó, m?t dung d?ch ???c ??a vào b?ng ?? h?p thu ch?t th?i và ch?t l?ng trong m?t th?i gian nh?t ??nh. Sau th?i gian này ch?t l?ng s? ch?y ra kh?i c? th?, mang theo các ch?t th?i và ch?t l?ng d? th?a.","['phúc m?c', 'Th?m phân', 'phân phúc', '??ng nh? th?', 'ch? ho?t ??ng', 'ho?t ??ng nh?', 'ch?y th?n nhân']","[0.6783, 0.6939, 0.6764, 0.4063, 0.5141, 0.5256, 0.5863]",0.4286,"['Th?m phân', 'phúc m?c', 'phân phúc', 'ch?y th?n nhân']",1,['nh? th? nào'],"Th?m phân phúc m?c là ph??ng pháp ??a m?t ?ng thông m?ng vào b?ng ng??i b?nh, sau ?ó m?t dung d?ch ???c ??a vào b?ng ?? h?p thu ch?t th?i và ch?t l?ng trong m?t th?i gian nh?t ??nh. Sau th?i gian này ch?t l?ng s? ch?y ra kh?i c? th?.",0.8539,0.6444,0.7698,0.9401,0.802,"Th?m phân phúc m?c là ph??ng pháp ??a m?t ?ng thông m?ng vào b?ng ng??i b?nh, sau ?ó m?t dung d?ch ???c ??a vào b?ng ?? h?p thu ch?t th?i và ch?t l?ng trong m?t th?i gian nh?t ??nh. Sau th?i gian này ch?t l?ng s? ch?y ra kh?i c? th?.",0.802
35,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Nh?ng y?u t? nào làm t?ng nguy c? m?c b?nh zona?,"Nguyên nhân chính gây nên b?nh zona là vi rút Varicella-zoster, nh?ng y?u t? làm cho chúng ta d? b? m?c b?nh h?n là: - Ch?a ???c tiêm phòng ??i v?i lo?i vi rút này.
- ?ã t?ng m?c b?nh th?y ??u hay zona s? có nguy c? kh?i phát l?i zona vì vi rút có th? c? trú t?i h?ch th?n kinh c?a ng??i b?nh hàng ch?c n?m.
- Nh?ng ng??i có h? mi?n d?ch b? suy y?u, gi?m s?c ?? kháng c?a c? th? nh? ng??i b? nhi?m HIV, hóa tr? ung th?, ch?n th??ng th? ch?t và tinh th?n trong th?i gian dài s? có nguy c? b? zona nhi?u h?n, ??c bi?t khi ?ã có s?n vi rút ti?m tàng ? trong c? th?.","Các y?u t? làm t?ng nguy c? m?c b?nh zona g?m: ch?a ???c tiêm phòng th?y ??u, ?ã m?c th?y ??u ho?c zona tr??c ?ó, h? mi?n d?ch suy y?u do nhi?m HIV, hóa tr? ung th?, ho?c ch?n th??ng th? ch?t và tinh th?n kéo dài.","['b?nh', 'nào làm', 'làm t?ng', 'Nh?ng y?u', 't?ng nguy', 'Ch?a ???c tiêm']","[0.6132, 0.4145, 0.4912, 0.5187, 0.6043, 0.5238]",0.6667,"['b?nh', 't?ng nguy']",0.5,['Nh?ng'],"Nh?ng y?u t? làm t?ng nguy c? m?c b?nh zona bao g?m: ch?a tiêm phòng ??i v?i lo?i vi rút này, ?ã t?ng m?c b?nh th?y ??u hay zona, nh?ng ng??i có h? mi?n d?ch b? suy y?u, gi?m s?c ?? kháng c?a c? th? nh? ng??i b? nhi?m HIV, hóa tr? ung th?, ch?n th??ng th? ch?t và tinh th?n trong th?i gian dài.",0.6901,0.3538,0.7545,0.888,0.6716,"Nh?ng y?u t? làm t?ng nguy c? m?c b?nh zona bao g?m: ch?a tiêm phòng ??i v?i lo?i vi rút này, ?ã t?ng m?c b?nh th?y ??u hay zona, nh?ng ng??i có h? mi?n d?ch b? suy y?u, gi?m s?c ?? kháng c?a c? th? nh? ng??i b? nhi?m HIV, hóa tr? ung th?, ch?n th??ng th? ch?t và tinh th?n trong th?i gian dài.",0.6716
36,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Kéo dài tình tr?ng thoát v? ??a ??m có th? d?n ??n nh?ng h?u qu? gì?,"B?nh thoát v? ??a ??m th??ng kh?i phát ch?m và ti?n tri?n âm th?m, tr? m?t s? tr??ng h?p ch?n th??ng c?t s?ng n?ng. Tri?u ch?ng lâm sàng ph? thu?c vào v? trí, m?c ?? thoát v?. M?t s? tri?u ch?ng th??ng g?p c?a b?nh thoát v? ??a ??m, bao g?m:3 - Các c?n ?au âm ? kèm v?i m?i và gi?m tr??ng l?c ? vùng c? ho?c th?t l?ng.
- ?au t?ng khi lao ??ng n?ng, ng?i và ?i l?i nhi?u.
- C? và l?ng x?y ra c?ng kh?p và ?au sau khi ng? d?y.
- Các bi?u hi?n lâm sàng th??ng kh?i phát thành t?ng ??t. M?i ??t có th? kéo dài vài ngày ho?c vài tu?n.
- Xu?t hi?n c?m giác tê và gi?m kh? n?ng ho?t ??ng.
- Thoát v? ??a ??m kéo dài có th? gây t?n th??ng do dây th?n kinh c? và th?t l?ng. ?i?u này d?n ??n h?i ch?ng thi?u n?ng tu?n hoàn h? th?ng m?ch s?ng – n?n ho?c h?i ch?ng chùm ?uôi ng?a.",Thoát v? ??a ??m kéo dài có th? gây t?n th??ng do dây th?n kinh c? và th?t l?ng và d?n ??n h?i ch?ng thi?u n?ng tu?n hoàn h? th?ng m?ch s?ng – n?n ho?c h?i ch?ng chùm ?uôi ng?a.,"['thoát', '??a ??m', 'h?u qu?', 'nh?ng h?u', 'tình tr?ng']","[0.5359, 0.7023, 0.5717, 0.4572, 0.5358]",0.4,"['??a ??m', 'h?u qu?']",0.5,[],Kéo dài tình tr?ng thoát v? ??a ??m có th? d?n ??n h?i ch?ng thi?u n?ng tu?n hoàn h? th?ng m?ch s?ng – n?n ho?c h?i ch?ng chùm ?uôi ng?a.,0.7521,0.5342,0.724,0.9167,0.7318,Kéo dài tình tr?ng thoát v? ??a ??m có th? d?n ??n h?i ch?ng thi?u n?ng tu?n hoàn h? th?ng m?ch s?ng – n?n ho?c h?i ch?ng chùm ?uôi ng?a.,0.7318
37,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Gi?i thi?u thành ph?n hóa h?c c?a qu? Mâm xôi?,"Trong qu? Mâm xôi có ch?a nhi?u acid h?u c? nh? acid citric, salicylic, malic, ch?t ???ng và pectin. Lá cây Mâm xôi ch?a tanin.","Qu? Mâm xôi ch?a nhi?u h?p ch?t h?u c? bao g?m acid citric, salicylic, malic, ch?t ???ng và pectin.","['Mâm xôi', 'hóa h?c c?a', 'c?a qu? Mâm', 'h?c c?a qu?', 'ph?n hóa h?c', 'Trong qu? Mâm', 'thành ph?n hóa', 'Gi?i thi?u thành', 'thi?u thành ph?n']","[0.7559, 0.5913, 0.7281, 0.6356, 0.6148, 0.6487, 0.6349, 0.4387, 0.5789]",0.1111,"['Mâm xôi', 'c?a qu? Mâm', 'Trong qu? Mâm', 'h?c c?a qu?', 'thành ph?n hóa']",1,[],"Qu? Mâm xôi ch?a nhi?u acid h?u c? nh? acid citric, salicylic, malic, ch?t ???ng và pectin.",0.8235,0.6743,0.8317,0.9766,0.8265,"Qu? Mâm xôi ch?a nhi?u acid h?u c? nh? acid citric, salicylic, malic, ch?t ???ng và pectin.",0.8265
38,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Các y?u t? nguy c? hàng ??u gây b?nh phình ??ng m?ch ch? là gì?,"Phình ??ng m?ch ch? x?y ra khi thành ??ng m?ch ch? suy y?u theo tu?i. B?nh còn do các b?nh lý và tình tr?ng có xu h??ng ?nh h??ng ??n t?t c? các m?ch máu c?a c? th?. Các y?u t? nguy c? hàng ??u: - Hút thu?c: y?u t? nguy c? chính c?a b?nh. Nh?ng ng??i hút thu?c có t? l? phình ??ng m?ch ch? t?ng g?p 5 l?n so v?i nh?ng ng??i không hút thu?c.
- Lão hóa: b?nh? r?t hi?m g?p ? nh?ng ng??i d??i 60 tu?i.
- Gi?i tính nam: b?nh x?y ra ph? bi?n h?n ? nam gi?i so v?i n? gi?i.
- T?ng huy?t áp: ??c bi?t n?u không ???c ?i?u tr?, có th? làm t?ng nguy c? hình thành phình m?ch. Trên 40% b?nh nhân phình ??ng m?ch ch? có t?ng huy?t áp kèm theo.
- X? v?a ??ng m?ch: x?y ra do cholesterol cao, ?ái tháo ???ng và t?ng huy?t áp.
- Ti?n s? gia ?ình b? b?nh: m?t y?u t? nguy c? quan tr?ng.
- M?t s? b?nh di truy?n. Ch?n th??ng ? b?ng ho?c ng?c có th? gây phình ??ng m?ch ch? ti?n tri?n ho?c v?.","Các y?u t? nguy c? hàng ??u gây b?nh phình ??ng m?ch ch? bao g?m hút thu?c, lão hóa, gi?i tính nam, t?ng huy?t áp, x? v?a ??ng m?ch, ti?n s? gia ?ình b? b?nh và m?t s? b?nh di truy?n.","['ch?', 'y?u', 'm?ch', '??ng', 'b?nh']","[0.4999, 0.4799, 0.5874, 0.4302, 0.5573]",1,"['m?ch', 'b?nh']",0.4,[],"Các y?u t? nguy c? hàng ??u gây b?nh phình ??ng m?ch ch? bao g?m hút thu?c, lão hóa, gi?i tính nam, t?ng huy?t áp, x? v?a ??ng m?ch, ti?n s? gia ?ình b? b?nh, m?t s? b?nh di truy?n và ch?n th??ng ? b?ng ho?c ng?c.",0.913,0.8078,0.9723,0.9702,0.9158,"Các y?u t? nguy c? hàng ??u gây b?nh phình ??ng m?ch ch? bao g?m hút thu?c, lão hóa, gi?i tính nam, t?ng huy?t áp, x? v?a ??ng m?ch, ti?n s? gia ?ình b? b?nh, m?t s? b?nh di truy?n và ch?n th??ng ? b?ng ho?c ng?c.",0.9158
39,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,Th? thu?t ch?c hút t? bào b?ng kim nh? có giá tr? gì trong vi?c ch?n ?oán b?nh ung th? bi?u mô tuy?n giáp th? nang?,"Ch?c hút t? bào b?ng kim nh? ???c xem là th? thu?t ch?n ?oán hàng ??u m?t nhân giáp. ?ây là ph??ng ti?n khá an toàn và xâm l?n t?i thi?u. Ch? ??nh th?c hi?n sinh thi?t b?ng kim nh? (FNAB) tu? thu?c vào kích th??c và nh?ng ??c ?i?m ghi nh?n trên siêu âm c?a nhân giáp: Theo NCCN, FNAB khi nhân >1 cm r?t nghi ng? trên siêu âm, ? 1,5 cm nhân nghi ng? trung bình trên siêu âm và ?2,5 cm nghi ng? ít trên siêu âm. Theo ATA, FNAB cho nh?ng nhân >0,5 cm ???ng kính. Còn theo ESMO, FNAB cho nh?ng nhân >1 cm.2","Th? thu?t ch?c hút t? bào b?ng kim nh? là ph??ng ti?n ch?n ?oán khá an toàn và xâm l?n t?i thi?u, giúp bác s? có th? l?y ???c t? bào t? nhân giáp ?? làm xét nghi?m mô b?nh h?c, t? ?ó xác ??nh ???c tính ch?t lành hay ác tính c?a nhân giáp.","['b?ng kim nh?', 'bào b?ng kim', 'b?nh ung th?', 'ung th? bi?u', 'giáp th? nang', '?oán b?nh ung', 'ch?n ?oán b?nh', 'tuy?n giáp th?', 'trong vi?c ch?n']","[0.6082, 0.5737, 0.5827, 0.5956, 0.6702, 0.5853, 0.5957, 0.7274, 0.5119]",0.2222,"['tuy?n giáp th?', 'giáp th? nang', 'b?ng kim nh?', 'ch?n ?oán b?nh', 'ung th? bi?u']",0.5,[],Th? thu?t ch?c hút t? bào b?ng kim nh? ???c xem là th? thu?t ch?n ?oán hàng ??u m?t nhân giáp.,0.437,0.0876,0.2548,0.7872,0.3916,Th? thu?t ch?c hút t? bào b?ng kim nh? ???c xem là th? thu?t ch?n ?oán hàng ??u m?t nhân giáp.,0.3916
40,unsloth/Qwen3-0.6B-unsloth-bnb-4bit,Expert_SP_EN,T? l? kh?i u th?n kinh n?i ti?t ???c tìm th?y trong tuy?n t?y là bao nhiêu?,"Kho?ng 7% kh?i U th?n kinh n?i ti?t ???c tìm th?y trong tuy?n t?y (ung th? t? bào ??o). Tuy?n t?y là c? quan v?a n?i ti?t và ngo?i ti?t. Nó ti?t d?ch tiêu hóa ( ngo?i ti?t ), giúp cho quá trình tiêu hóa và h?p th? th?c ?n. Ngoài ra t?y còn ti?t hormon ?i?u hòa quá trình tiêu hóa và ki?m soát ???ng huy?t (n?i ti?t). ",Kho?ng 7% kh?i u th?n kinh n?i ti?t ???c tìm th?y trong tuy?n t?y.,"['tuy?n t?y', 'th?n kinh', '???c tìm th?y', 'ti?t ???c tìm', 'n?i ti?t ???c', 'kinh n?i ti?t', 'tìm th?y trong', 'th?y trong tuy?n']","[0.75, 0.5939, 0.5361, 0.554, 0.6893, 0.7302, 0.6064, 0.6012]",1,"['tuy?n t?y', 'kinh n?i ti?t', 'n?i ti?t ???c', 'tìm th?y trong', 'th?y trong tuy?n']",0.625,[],Kho?ng 7% kh?i U th?n kinh n?i ti?t ???c tìm th?y trong tuy?n t?y.,1,0.8154,0.9999,0.9912,0.9516,Kho?ng 7% kh?i U th?n kinh n?i ti?t ???c tìm th?y trong tuy?n t?y.,0.9516
